Mod:Item:MetaData, Localized Name
sonarcore:reinforceddirtgate, 强化土栅栏门
sonarcore:reinforceddirtbrick, 强化土砖
sonarcore:reinforceddirtbrickstairs, 强化土砖楼梯
sonarcore:reinforceddirtbrickfence, 强化土砖栅栏
sonarcore:reinforceddirtbrickgate, 强化土砖栅栏门
sonarcore:stablestone_normal, 稳定石头
sonarcore:stablestonerimmed_normal, 灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_normal, 灰色镶边深色稳定石块
sonarcore:stablestone_black, 黑色稳定石块
sonarcore:stablestonerimmed_black, 黑色镶边稳定石块
sonarcore:stablestoneblackrimmed_black, 黑色镶边深色稳定石块
sonarcore:stablestone_blue, 蓝色稳定石块
sonarcore:stablestonerimmed_blue, 蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_blue, 蓝色镶边深色稳定石块
sonarcore:stablestone_brown, 棕色稳定石块
sonarcore:stablestonerimmed_brown, 棕色镶边稳定石块
sonarcore:stablestoneblackrimmed_brown, 棕色镶边深色稳定石块
sonarcore:stablestone_cyan, 青色稳定石块
sonarcore:stablestonerimmed_cyan, 青色镶边稳定石块
sonarcore:stablestoneblackrimmed_cyan, 青色镶边深色稳定石块
sonarcore:stablestone_green, 绿色稳定石块
sonarcore:stablestonerimmed_green, 绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_green, 绿色镶边深色稳定石块
sonarcore:stablestone_lightblue, 淡蓝色稳定石块
sonarcore:stablestonerimmed_lightblue, 淡蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightblue, 淡蓝色镶边深色稳定石块
sonarcore:stablestone_lightgrey, 淡灰色稳定石块
sonarcore:stablestonerimmed_lightgrey, 淡灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightgrey, 淡灰色镶边深色稳定石块
sonarcore:stablestone_lime, 黄绿色稳定石块
sonarcore:stablestonerimmed_lime, 黄绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_lime, 黄绿色镶边深色稳定石块
sonarcore:stablestone_magenta, 品红色稳定石块
sonarcore:stablestonerimmed_magenta, 品红色镶边稳定石块
sonarcore:stablestoneblackrimmed_magenta, 品红色镶边深色稳定石块
sonarcore:stablestone_orange, 橙色稳定石块
sonarcore:stablestonerimmed_orange, 橙色镶边稳定石块
sonarcore:stablestoneblackrimmed_orange, 橙色镶边深色稳定石块
sonarcore:stablestone_pink, 粉红色稳定石块
sonarcore:stablestonerimmed_pink, 粉红色镶边稳定石块
sonarcore:stablestoneblackrimmed_pink, 粉红色镶边深色稳定石块
sonarcore:stablestone_plain, 平滑稳定石块
sonarcore:stablestonerimmed_plain, 平滑镶边稳定石块
sonarcore:stablestoneblackrimmed_plain, 平滑镶边深色稳定石块
sonarcore:stablestone_purple, 紫色稳定石块
sonarcore:stablestonerimmed_purple, 紫色镶边稳定石块
sonarcore:stablestoneblackrimmed_purple, 紫色镶边深色稳定石块
sonarcore:stablestone_red, 红色稳定石块
sonarcore:stablestonerimmed_red, 红色镶边稳定石块
sonarcore:stablestoneblackrimmed_red, 红色镶边深色稳定石块
sonarcore:stablestone_yellow, 黄色稳定石块
sonarcore:stablestonerimmed_yellow, 黄色镶边稳定石块
sonarcore:stablestoneblackrimmed_yellow, 黄色镶边深色稳定石块
sonarcore:stableglass, 稳定玻璃
sonarcore:clearstableglass, 透明稳定玻璃
calculator:flawlessglass, 无瑕玻璃
calculator:purifiedobsidian, 纯净黑曜石
calculator:powercube, 充能立方
calculator:advancedpowercube, 高级充能立方
calculator:creativepowercube, 创造模式充能立方
calculator:atomiccalculator, 原子计算器
calculator:dynamiccalculator, 动态计算器
calculator:moduleworkstation, 模块工作站
calculator:reinforcedfurnace, 强化熔炉
calculator:reinforcedchest, 强化箱子
calculator:stoneseparator, 基础分离器
calculator:algorithmseparator, 运算分离器
calculator:hungerprocessor, 饥饿处理器
calculator:healthprocessor, 生命处理器
calculator:amethystpiping, 紫水晶管道
calculator:tanzanitepiping, 坦桑管道
calculator:dockingstation, 扩展坞
calculator:atomicmultiplier, 原子增幅仪
calculator:extractionchamber, 提取室
calculator:restorationchamber, 修复室
calculator:reassemblychamber, 重组室
calculator:precisionchamber, 精准提取室
calculator:processingchamber, 运算室
calculator:analysingchamber, 分析室
calculator:storagechamber, 储存室
calculator:fabricationchamber, 制造室
calculator:basicgreenhouse, 基础温室
calculator:advancedgreenhouse, 高级温室
calculator:flawlessgreenhouse, 完美温室
calculator:co2generator, CO2生成器
calculator:calculatorlocator, 运算器核心
calculator:calculatorplug, 运算元件
calculator:conductormast, 特斯拉电磁塔
calculator:conductormastblock, 特斯拉电磁塔
calculator:weatherstation, 气象雷达
calculator:weatherstationblock, 气象雷达
calculator:transmitter, 发送器
calculator:transmitterblock, 发送器
calculator:starchextractor, 有机能量提取机
calculator:redstoneextractor, 红石能量提取机
calculator:glowstoneextractor, 荧石能量提取机
calculator:handcrankedgenerator, 手摇发电机
calculator:crankhandle, 曲柄
calculator:magneticflux, 磁流节点
calculator:weathercontroller, 气象调控中心
calculator:rainsensor, 雨水传感器
calculator:stoneassimilator, 基础采集器
calculator:algorithmassimilator, 运算采集器
calculator:gaslanternoff, 燃气灯
calculator:gaslanternon, 燃气灯
calculator:lantern, 灯笼
calculator:scarecrow, 稻草人
calculator:scarecrowblock, 稻草人
calculator:amethystlog, 紫晶木
calculator:amethystplanks, 紫晶木板
calculator:amethyststairs, 紫晶木楼梯
calculator:amethystfence, 紫晶木栅栏
calculator:amethystleaves, 紫晶树叶
calculator:amethystsapling, 紫晶树苗
calculator:tanzanitelog, 坦桑木
calculator:tanzaniteplanks, 坦桑木板
calculator:tanzanitestairs, 坦桑木楼梯
calculator:tanzanitefence, 坦桑木栅栏
calculator:tanzaniteleaves, 坦桑树叶
calculator:tanzanitesapling, 坦桑树苗
calculator:pearlog, 梨木
calculator:pearplanks, 梨树木板
calculator:pearstairs, 梨木楼梯
calculator:pearfence, 梨木栅栏
calculator:pearleaves, 梨树叶
calculator:pearsapling, 梨树树苗
calculator:diamondlog, 钻石木
calculator:diamondplanks, 钻石木板
calculator:diamondstairs, 钻石木楼梯
calculator:diamondfence, 钻石木栅栏
calculator:diamondleaves, 钻石树叶
calculator:diamondsapling, 钻石树苗
calculator:calculatorscreenblock, tile.CalculatorScreenBlock.name
calculator:material:0, 紫水晶块
calculator:material:1, 蓝水晶块
calculator:material:2, 富集金块
calculator:material:3, 强化铁块
calculator:material:4, 弱化钻石块
calculator:material:5, 无暇钻石块
calculator:material:6, 火钻块
calculator:material:7, 充能钻石块
calculator:material:8, 末地钻石块
calculator:material:9, 强化红石块
calculator:cropbroccoli, 西兰花植株
calculator:cropprunae, 精华煤植株
calculator:cropfiddledew, 琴露植株
calculator:infocalculator, 信息运算器
calculator:calculator, 计算器
calculator:craftingcalculator, 合成计算器
calculator:scientificcalculator, 科学计算器
calculator:flawlesscalculator, 完美计算器
calculator:storagemodule, 储存模块
calculator:warpmodule, 定点传送模块
calculator:jumpmodule, 指向传送模块
calculator:hungermodule, 饥饿模块
calculator:healthmodule, 生命模块
calculator:nutritionmodule, 营养模块
calculator:terrainmodule, 基础地形模块
calculator:advancedterrainmodule, 高级地形模块
calculator:energymodule, 能量模块
calculator:locatormodule, 运算核心模块
calculator:soil, 土壤
calculator:smallstone, 小石子
calculator:speedupgrade, 速度升级
calculator:energyupgrade, 能量升级
calculator:voidupgrade, 虚空升级
calculator:transferupgrade, 传输升级
calculator:calculatorscreen, 计算器显示屏
calculator:calculatorassembly, 基础组件
calculator:advancedassembly, 高级组件
calculator:atomicmodule, 原子模块
calculator:atomicassembly, 原子组件
calculator:flawlessassembly, 无暇组件
calculator:atomicbinder, 原子粘合剂
calculator:wrench, 扳手
calculator:sickle, 镰刀
calculator:obsidiankey, 黑曜石钥匙
calculator:reinforcedsword, 强化剑
calculator:enrichedgoldsword, 强化金剑
calculator:reinforcedironsword, 强化铁剑
calculator:redstonesword, 红石剑
calculator:weakeneddiamondsword, 弱化钻石剑
calculator:flawlessdiamondsword, 无暇钻石剑
calculator:firediamondsword, 火钻剑
calculator:electricsword, 充能剑
calculator:endforgedsword, 末地剑
calculator:reinforcedpickaxe, 强化镐
calculator:enrichedgoldpickaxe, 强化金镐
calculator:reinforcedironpickaxe, 强化铁镐
calculator:redstonepickaxe, 红石镐
calculator:weakeneddiamondpickaxe, 弱化钻石镐
calculator:flawlessdiamondpickaxe, 无暇钻石镐
calculator:firediamondpickaxe, 火钻镐
calculator:electricpickaxe, 充能镐
calculator:endforgedpickaxe, 末地镐
calculator:reinforcedaxe, 强化斧
calculator:enrichedgoldaxe, 强化金斧
calculator:reinforcedironaxe, 强化铁斧
calculator:redstoneaxe, 红石斧
calculator:weakeneddiamondaxe, 弱化钻石斧
calculator:flawlessdiamondaxe, 无暇钻石斧
calculator:firediamondaxe, 火钻斧
calculator:electricaxe, 充能斧
calculator:endforgedaxe, 末地斧
calculator:reinforcedshovel, 强化锹
calculator:enrichedgoldshovel, 强化金锹
calculator:reinforcedironshovel, 强化铁锹
calculator:redstoneshovel, 红石锹
calculator:weakeneddiamondshovel, 弱化钻石锹
calculator:flawlessdiamondshovel, 无暇钻石锹
calculator:firediamondshovel, 火钻锹
calculator:electricshovel, 充能锹
calculator:endforgedshovel, 末地锹
calculator:reinforcedhoe, 强化锄
calculator:enrichedgoldhoe, 强化金锄
calculator:reinforcedironhoe, 强化铁锄
calculator:redstonehoe, 红石锄
calculator:weakeneddiamondhoe, 弱化钻石锄
calculator:flawlessdiamondhoe, 无暇钻石锄
calculator:firediamondhoe, 火钻锄
calculator:electrichoe, 充能锄
calculator:endforgedhoe, 末地锄
calculator:enrichedgold, 富集金
calculator:enrichedgoldingot, 富集金锭
calculator:reinforcedironingot, 强化铁锭
calculator:redstoneingot, 红石锭
calculator:weakeneddiamond, 弱化钻石
calculator:flawlessdiamond, 无暇钻石
calculator:firediamond, 火钻
calculator:electricdiamond, 充能钻石
calculator:enddiamond, 末地钻石
calculator:largeamethyst, 大型紫水晶
calculator:smallamethyst, 紫水晶
calculator:shardamethyst, 紫水晶碎片
calculator:largetanzanite, 大型蓝水晶
calculator:smalltanzanite, 蓝水晶
calculator:shardtanzanite, 蓝水晶碎片
calculator:broccoliseeds, 西兰花种子
calculator:prunaeseeds, 精华煤种子
calculator:fiddledewfruit, 琴露果
calculator:broccoli, 西兰花
calculator:pear, 梨
calculator:rottenpear, 腐烂的梨
calculator:cookedbroccoli, 熟西兰花
calculator:coaldust, 煤粉
calculator:enrichedcoal, 富集煤
calculator:purifiedcoal, 净化煤
calculator:firecoal, 燃煤
calculator:controlledfuel, 可控燃料
calculator:grenadecasing, 手榴弹壳
calculator:babygrenade, 小型手榴弹
calculator:grenade, 手榴弹
calculator:circuitboard:0, 电路板 1
calculator:circuitboard:1, 电路板 2
calculator:circuitboard:2, 电路板 3
calculator:circuitboard:3, 电路板 4
calculator:circuitboard:4, 电路板 5
calculator:circuitboard:5, 电路板 6
calculator:circuitboard:6, 电路板 7
calculator:circuitboard:7, 电路板 8
calculator:circuitboard:8, 电路板 9
calculator:circuitboard:9, 电路板 10
calculator:circuitboard:10, 电路板 11
calculator:circuitboard:11, 电路板 12
calculator:circuitboard:12, 电路板 13
calculator:circuitboard:13, 电路板 14
calculator:circuitdamaged:0, 损坏的电路板 1
calculator:circuitdamaged:1, 损坏的电路板 2
calculator:circuitdamaged:2, 损坏的电路板 3
calculator:circuitdamaged:3, 损坏的电路板 4
calculator:circuitdamaged:4, 损坏的电路板 5
calculator:circuitdamaged:5, 损坏的电路板 6
calculator:circuitdamaged:6, 损坏的电路板 7
calculator:circuitdamaged:7, 损坏的电路板 8
calculator:circuitdamaged:8, 损坏的电路板 9
calculator:circuitdamaged:9, 损坏的电路板 10
calculator:circuitdamaged:10, 损坏的电路板 11
calculator:circuitdamaged:11, 损坏的电路板 12
calculator:circuitdamaged:12, 损坏的电路板 13
calculator:circuitdamaged:13, 损坏的电路板 14
calculator:circuitdirty:0, 污秽的电路板 1
calculator:circuitdirty:1, 污秽的电路板 2
calculator:circuitdirty:2, 污秽的电路板 3
calculator:circuitdirty:3, 污秽的电路板 4
calculator:circuitdirty:4, 污秽的电路板 5
calculator:circuitdirty:5, 污秽的电路板 6
calculator:circuitdirty:6, 污秽的电路板 7
calculator:circuitdirty:7, 污秽的电路板 8
calculator:circuitdirty:8, 污秽的电路板 9
calculator:circuitdirty:9, 污秽的电路板 10
calculator:circuitdirty:10, 污秽的电路板 11
calculator:circuitdirty:11, 污秽的电路板 12
calculator:circuitdirty:12, 污秽的电路板 13
calculator:circuitdirty:13, 污秽的电路板 14
thermalfoundation:ore:0, 铜矿石
thermalfoundation:ore:1, 锡矿石
thermalfoundation:ore:2, 银矿石
thermalfoundation:ore:3, 铅矿石
thermalfoundation:ore:4, 铝矿石
thermalfoundation:ore:5, 镍矿石
thermalfoundation:ore:6, 铂矿石
thermalfoundation:ore:7, 铱矿石
thermalfoundation:ore:8, 蕴魔秘银矿石
thermalfoundation:ore_fluid:0, 油砂
thermalfoundation:ore_fluid:1, 油页岩
thermalfoundation:ore_fluid:2, 不稳定红石矿石
thermalfoundation:ore_fluid:3, 充能地狱岩
thermalfoundation:ore_fluid:4, 谐振末影矿石
thermalfoundation:ore_fluid:5, 油砂
thermalfoundation:storage:0, 铜块
thermalfoundation:storage:1, 锡块
thermalfoundation:storage:2, 银块
thermalfoundation:storage:3, 铅块
thermalfoundation:storage:4, 铝块
thermalfoundation:storage:5, 镍块
thermalfoundation:storage:6, 铂块
thermalfoundation:storage:7, 铱块
thermalfoundation:storage:8, 蕴魔秘银块
thermalfoundation:storage_alloy:0, 钢块
thermalfoundation:storage_alloy:1, 琥珀金块
thermalfoundation:storage_alloy:2, 殷钢块
thermalfoundation:storage_alloy:3, 青铜块
thermalfoundation:storage_alloy:4, 康铜块
thermalfoundation:storage_alloy:5, 信素块
thermalfoundation:storage_alloy:6, 流明块
thermalfoundation:storage_alloy:7, 末影块
thermalfoundation:storage_resource:0, 木炭块
thermalfoundation:storage_resource:1, 焦炭块
thermalfoundation:glass:0, 硬化铜玻璃
thermalfoundation:glass:1, 硬化锡玻璃
thermalfoundation:glass:2, 硬化银玻璃
thermalfoundation:glass:3, 硬化玻璃
thermalfoundation:glass:4, 硬化铝玻璃
thermalfoundation:glass:5, 硬化镍玻璃
thermalfoundation:glass:6, 硬化铂玻璃
thermalfoundation:glass:7, 硬化铱玻璃
thermalfoundation:glass:8, 硬化蕴魔秘银玻璃
thermalfoundation:glass_alloy:0, 硬化钢玻璃
thermalfoundation:glass_alloy:1, 硬化琥珀金玻璃
thermalfoundation:glass_alloy:2, 硬化殷钢玻璃
thermalfoundation:glass_alloy:3, 硬化青铜玻璃
thermalfoundation:glass_alloy:4, 硬化康铜玻璃
thermalfoundation:glass_alloy:5, 硬化信素玻璃
thermalfoundation:glass_alloy:6, 硬化流明玻璃
thermalfoundation:glass_alloy:7, 硬化末影玻璃
thermalfoundation:rockwool:0, 黑色石棉
thermalfoundation:rockwool:1, 红色石棉
thermalfoundation:rockwool:2, 绿色石棉
thermalfoundation:rockwool:3, 棕色石棉
thermalfoundation:rockwool:4, 蓝色石棉
thermalfoundation:rockwool:5, 紫色石棉
thermalfoundation:rockwool:6, 青色石棉
thermalfoundation:rockwool:7, 淡灰色石棉
thermalfoundation:rockwool:8, 灰色石棉
thermalfoundation:rockwool:9, 粉红色石棉
thermalfoundation:rockwool:10, 黄绿色石棉
thermalfoundation:rockwool:11, 黄色石棉
thermalfoundation:rockwool:12, 淡蓝色石棉
thermalfoundation:rockwool:13, 品红色石棉
thermalfoundation:rockwool:14, 橙色石棉
thermalfoundation:rockwool:15, 白色石棉
thermalfoundation:wrench:0, 新月锤
thermalfoundation:meter:0, 万用表
thermalfoundation:upgrade:0, 硬化升级套件
thermalfoundation:upgrade:1, 强化升级套件
thermalfoundation:upgrade:2, 信素升级套件
thermalfoundation:upgrade:3, 谐振升级套件
thermalfoundation:upgrade:33, 强化转换套件
thermalfoundation:upgrade:34, 信素转换套件
thermalfoundation:upgrade:35, 谐振转换套件
thermalfoundation:upgrade:256, 创造转换套件
thermalfoundation:security:0, 信素安全锁
thermalfoundation:diagram_redprint, 红图
thermalfoundation:tome_lexicon, 铁匠词典
thermalfoundation:tome_experience, 知识宝典
thermalfoundation:coin:0, 铁币
thermalfoundation:coin:1, 金币
thermalfoundation:coin:64, 铜币
thermalfoundation:coin:65, 锡币
thermalfoundation:coin:66, 银币
thermalfoundation:coin:67, 铅币
thermalfoundation:coin:68, 铝币
thermalfoundation:coin:69, 镍币
thermalfoundation:coin:70, 铂币
thermalfoundation:coin:71, 铱币
thermalfoundation:coin:72, 蕴魔秘银币
thermalfoundation:coin:96, 钢币
thermalfoundation:coin:97, 琥珀金币
thermalfoundation:coin:98, 殷钢币
thermalfoundation:coin:99, 青铜币
thermalfoundation:coin:100, 康铜币
thermalfoundation:coin:101, 信素币
thermalfoundation:coin:102, 流明币
thermalfoundation:coin:103, 末影币
thermalfoundation:fertilizer:0, 光合堆肥
thermalfoundation:fertilizer:1, 富集光合堆肥
thermalfoundation:fertilizer:2, 充能光合堆肥
thermalfoundation:bait:0, 水产饲料
thermalfoundation:bait:1, 富集水产饲料
thermalfoundation:bait:2, 软质水产饲料
thermalfoundation:dye:0, 黑色颜料
thermalfoundation:dye:1, 红色颜料
thermalfoundation:dye:2, 绿色颜料
thermalfoundation:dye:3, 棕色颜料
thermalfoundation:dye:4, 蓝色颜料
thermalfoundation:dye:5, 紫色颜料
thermalfoundation:dye:6, 青色颜料
thermalfoundation:dye:7, 淡灰色颜料
thermalfoundation:dye:8, 灰色颜料
thermalfoundation:dye:9, 粉红色颜料
thermalfoundation:dye:10, 黄绿色颜料
thermalfoundation:dye:11, 黄色颜料
thermalfoundation:dye:12, 淡蓝色颜料
thermalfoundation:dye:13, 品红色颜料
thermalfoundation:dye:14, 橙色颜料
thermalfoundation:dye:15, 白色颜料
thermalfoundation:material:0, 铁粉
thermalfoundation:material:1, 金粉
thermalfoundation:material:16, 钻石粒
thermalfoundation:material:17, 绿宝石粒
thermalfoundation:material:22, 木齿轮
thermalfoundation:material:23, 石齿轮
thermalfoundation:material:24, 铁齿轮
thermalfoundation:material:25, 金齿轮
thermalfoundation:material:26, 钻石齿轮
thermalfoundation:material:27, 绿宝石齿轮
thermalfoundation:material:32, 铁板
thermalfoundation:material:33, 金板
thermalfoundation:material:64, 铜粉
thermalfoundation:material:65, 锡粉
thermalfoundation:material:66, 银粉
thermalfoundation:material:67, 铅粉
thermalfoundation:material:68, 铝粉
thermalfoundation:material:69, 镍粉
thermalfoundation:material:70, 铂粉
thermalfoundation:material:71, 铱粉
thermalfoundation:material:72, 蕴魔秘银粉
thermalfoundation:material:96, 钢粉
thermalfoundation:material:97, 琥珀金粉
thermalfoundation:material:98, 殷钢粉
thermalfoundation:material:99, 青铜粉
